Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/28/2011 11:16
Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/7/2012 11:14
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,6/30/2016 13:51
Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,6/30/2016 13:49
Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,5/12/2014 13:36
Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,7/6/2016 9:25
Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/5/2014 14:09
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,7/27/2015 13:59
N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 13:33
Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,3/18/2016 9:24
Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 19:48
Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,10/2/2014 16:28
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,5/15/2014 12:47
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/14/2014 15:53
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,4/26/2012 20:40
Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,11/23/2015 11:11
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,Y,N,-,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,5/12/2014 13:38
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/6/2014 22:45
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/17/2012 9:42
N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 15:21
N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:44
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,6/27/2016 13:25
N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/27/2013 21:08
Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/18/2016 19:04
Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,5/21/2015 18:06
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,7/15/2016 17:03
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/17/2012 16:16
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/19/2011 20:43
Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/28/2015 17:07
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,6/27/2013 12:22
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,3/27/2015 12:28
Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/14/2016 14:52
N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 13:16
Y,N,N,N,Y,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,6/1/2012 19:53
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,3/24/2015 15:53
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/26/2013 17:51
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2013 12:51
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,6/27/2016 13:06
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010 10:08PM
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,8/10/2016 0:53
Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/17/2014 10:06
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 13 2010  8:30PM
N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2011 17:40
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,Y,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,3/14/2014 11:00
Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,4/17/2014 17:46
Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/12/2016 8:02
Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/12/2016 7:56
Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,7/14/2016 22:52
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/2/2015 14:29
Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/13/2014 17:40
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/8/2016 3:04
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010 12:28PM
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,1/6/2016 8:19
N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1/18/2012 16:25
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/20/2015 10:15
Y,N,N,N,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2016 16:30
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,3/29/2015 14:06
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun 17 2010 10:43AM
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 18 2010  8:38PM
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 20:23
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,4/1/2014 20:21
Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,3/25/2015 12:11
Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,6/27/2016 18:16
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,6/27/2016 19:56
Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,7/12/2016 16:17
Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,6/27/2016 14:06
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May  5 2010  2:02PM
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May  5 2010  2:03PM
Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,3/31/2014 22:29
N,Y,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/16/2012 13:10
Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,4/22/2014 15:15
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 19:47
Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3/20/2014 6:20
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 13:46
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 13:51
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 13:58
Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,6/27/2016 17:22
N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/5/2011 20:19
Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/31/2012 14:16
N,N,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 11:00
N,N,N,N,N,-,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 21:58
Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,6/9/2014 23:23
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/8/2015 12:53
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/8/2015 12:44
Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/8/2015 12:46
N,N,N,N,N,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/7/2014 16:55
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/14/2014 18:40
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,7/12/2016 18:46
Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/23/2015 14:04
Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/12/2013 16:23
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,7/1/2016 23:30
Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,3/23/2015 17:36
Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/31/2012 12:32
Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/14/2013 15:40
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,Y,Y,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/17/2012 15:27
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,8/15/2016 16:15
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/1/2014 9:34
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,7/12/2016 18:36
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,4/30/2012 22:12
Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,7/2/2016 12:18
Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/27/2013 9:36
Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,8/19/2014 12:51
Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 10:08
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 15:42
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,3/14/2014 11:44
Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/13/2014 6:51
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/11/2016 14:49
N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 17:23
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,7/28/2015 20:20
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/31/2014 16:34
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,7/7/2016 21:23
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,4/22/2014 13:54
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,5/1/2015 17:04
